"caespecie","reg"
"Jatropha curcas","4"
"Hymenaea courbaril","4"
"Thespesia populnea","4"
"Tamarindus indica","4"
"Pachira insignis","4"
"Washingtonia robusta","4"
"Ricinus communis","4"
"Ficus carica","4"
"Colubrina arborescens","4"
"Couratari guianensis","4"
"Pritchardia pacifica","4"
"Dypsis madagascariensis","4"
"Enterolobium cyclocarpum","4"
"Eriobotrya japonica","3"
"Mammea americana","3"
"Peltophorum pterocarpum","3"
"Pinus radiata","3"
"Cupressus lusitanica","3"
"Prunus domestica","3"
"Caryota mitis","3"
"Solanum americanum","3"
"Terminalia buceras","3"
"Inga spectabilis","3"
"Malpighia emarginata","2"
"Brunfelsia uniflora","2"
"Plinia cauliflora","2"
"Ficus crassinervia","2"
"Bambusa vulgaris","2"
"Cyrtostachys renda","2"
"Citrus ×microcarpa","2"
"Aiouea montana","2"
"Archontophoenix alexandrae","2"
"Salix humboldtiana","2"
"Triplaris americana","2"
"Dillenia indica","2"
"Cassia javanica","2"
"Euterpe oleracea","2"
"Megaskepasma erythrochlamys","2"
"Ficus religiosa","2"
"Jatropha integerrima","2"
"Ficus rubiginosa","2"
"Flacourtia indica","2"
"Jacaranda copaia","2"
"Caesalpinia ebano H. Karst.","2"
"Bursera simaruba","2"
"Fraxinus americana","2"
"Morus alba","2"
"Lafoensia acuminata","1"
"Annona mucosa","1"
"Tectona grandis","1"
"Jacaranda obtusifolia","1"
"Andira inermis","1"
"Achatocarpus nigricans","1"
"Ochroma pyramidale","1"
"Nicotiana glauca","1"
"Erythrina fusca","1"
"Myrsine guianensis","1"
"Pachira speciosa","1"
"Kigelia africana","1"
"Erythrina edulis","1"
"Erythroxylum coca","1"
"Erythrina variegata","1"
"Juglans neotropica","1"
"Dypsis decaryi","1"
"Eucalyptus deglupta","1"
"Dalbergia retusa","1"
"Platymiscium pinnatum","1"
"Cupressus sempervirens","1"
"Aiphanes horrida","1"
"Pouteria sapota","1"
"Eucalyptus grandis","1"
"Pseudobombax septenatum","1"
"Cordia sebestena","1"
"Ficus americana","1"
"Clusia multiflora","1"
"Catalpa longissima","1"
"Sambucus nigra","1"
"Schizolobium parahyba","1"
"Spondias mombin","1"
"Luma apiculata","1"
"Gardenia jasminoides","1"
"Gmelina arborea","1"
"Artocarpus heterophyllus","1"
"Archontophoenix cunninghamiana","1"
"Guadua angustifolia","1"
