"caespecie","reg"
"Handroanthus serratifolius","10"
"Syagrus romanzoffiana","10"
"Ficus microcarpa","9"
"Annona cherimola","9"
"Erythroxylum coca","8"
"Pseudosamanea guachapele","8"
"Tabernaemontana litoralis","8"
"Hymenaea courbaril","8"
"Solanum umbellatum","8"
"Manilkara zapota","8"
"Zanthoxylum rhoifolium","7"
"Ficus insipida","7"
"Spondias dulcis","7"
"Schizolobium parahyba","6"
"Swietenia macrophylla","6"
"Artocarpus altilis","6"
"Cordia alliodora","6"
"Malpighia emarginata","6"
"Prosopis juliflora","6"
"Inga edulis","6"
"Vitex cymosa","6"
"Chrysobalanus icaco","5"
"Flacourtia indica","5"
"Juglans neotropica","5"
"Fraxinus chinensis","5"
"Ceiba speciosa","5"
"Ficus dendrocida","5"
"Bombax ceiba","5"
"Euphorbia aphylla","5"
"Eucalyptus grandis","5"
"Calliandra haematocephala","5"
"Annona mucosa","5"
"Alstonia scholaris","5"
"Ficus crassinervia","4"
"Posoqueria latifolia","4"
"Cordia sebestena","4"
"Theobroma cacao","4"
"Annona reticulata","4"
"Cyrtostachys renda","4"
"Tamarindus indica","4"
"Bursera tomentosa","4"
"Pouteria caimito","4"
"Codiaeum variegatum","4"
"Morisonia odoratissima","4"
"Psidium friedrichsthalianum","3"
"Posoqueria longiflora","3"
"Bunchosia argentea","3"
"Schinus terebinthifolia","3"
"Pouteria sapota","3"
"Melia azedarach","3"
"Libidibia punctata","3"
"Bismarckia nobilis","3"
"Senna reticulata","3"
"Machaerium capote","3"
"Gustavia speciosa","2"
"Ormosia velutina","2"
"Ravenala madagascariensis","2"
"Mammea americana","2"
"Sambucus nigra","2"
"Gardenia jasminoides","2"
"Calophyllum brasiliense","2"
"Calliandra tweedii","2"
"Bursera simaruba","2"
"Spondias purpurea","2"
"Brunfelsia uniflora","2"
"Brugmansia arborea","2"
"Erythrina variegata","2"
"Attalea butyracea","2"
"Artocarpus heterophyllus","2"
"Eriobotrya japonica","2"
"Archontophoenix alexandrae","2"
"Pinus oocarpa","2"
"Pinus patula","2"
"Piper aduncum","2"
"Washingtonia robusta","2"
"Ficus popenoei","2"
"Ficus lyrata","2"
"Punica granatum","2"
"Inga spectabilis","1"
"Jacaranda hesperia","1"
"Jatropha curcas","1"
"Juglans cinerea","1"
"Lafoensia acuminata","1"
"Hura crepitans","1"
"Himatanthus articulatus","1"
"Heptapleurum arboricola","1"
"Hamelia patens","1"
"Garcinia madruno","1"
"Garcia nutans","1"
"Monoon longifolium","1"
"Ficus carica","1"
"Ochroma pyramidale","1"
"Oenocarpus bataua","1"
"Ficus americana","1"
"Eucalyptus globulus","1"
"Eucalyptus deglupta","1"
"Persea caerulea","1"
"Petrea volubilis","1"
"Erythrina poeppigiana","1"
"Pinus radiata","1"
"Cycas circinalis","1"
"Platymiscium pinnatum","1"
"Plinia cauliflora","1"
"Cordia dentata","1"
"Pseudobombax septenatum","1"
"Citrus ×microcarpa","1"
"Psidium cattleianum","1"
"Chrysophyllum cainito","1"
"Ptychosperma macarthurii","1"
"Pyracantha coccinea","1"
"Ricinus communis","1"
"Sabal palmetto","1"
"Cecropia peltata","1"
"Casearia corymbosa","1"
"Senna pistaciifolia","1"
"Bunchosia armeniaca","1"
"Acacia melanoxylon","1"
"Bixa orellana","1"
"Archontophoenix cunninghamiana","1"
"Terminalia bellirica","1"
"Terminalia ivorensis","1"
"Trichilia pallida","1"
"Triphasia trifolia","1"
"Albizia carbonaria","1"
"Aiphanes horrida","1"
"Jacaranda copaia","1"
