"caespecie","reg"
"Annona reticulata","3"
"Washingtonia robusta","3"
"Xylopia aromatica","3"
"Clinostigma ponapense","3"
"Citrus medica","2"
"Alstonia scholaris","2"
"Albizia julibrissin","2"
"Hamelia patens","2"
"Ceiba schottii","2"
"Cnidoscolus aconitifolius","2"
"Tectona grandis","2"
"Hyophorbe lagenicaulis","2"
"Filicium decipiens","2"
"Cinnamomum verum","2"
"Citharexylum subflavescens","2"
"Theobroma grandiflorum","2"
"Thespesia populnea","2"
"Citrus ×microcarpa","2"
"Carpentaria acuminata","2"
"Citrus aurantiifolia","2"
"Corymbia torelliana","2"
"Acacia melanoxylon","2"
"Pterocarpus officinalis","2"
"Bauhinia picta","2"
"Caryodendron orinocense","2"
"Pachira insignis","2"
"Podocarpus oleifolius","2"
"Piper aduncum","2"
"Brugmansia arborea","2"
"Phoenix reclinata","2"
"Ficus benghalensis","1"
"Eugenia stipitata","1"
"Eucalyptus globulus","1"
"Eucalyptus camaldulensis","1"
"Ceiba samauma","1"
"Dipteryx cf. oleifera","1"
"Terminalia bellirica","1"
"Cyatheaceae sp. 01","1"
"Crateva tapia","1"
"Cordia tetrandra","1"
"Cordia sebestena","1"
"Colubrina arborescens","1"
"Pithecellobium lanceolatum","1"
"Piper tuberculatum","1"
"Pinus oocarpa","1"
"Phyllanthus acuminatus","1"
"Ormosia velutina","1"
"Psychotria micrantha","1"
"Pterocarpus indicus","1"
"Ocotea aurantiodora","1"
"Morisonia odoratissima","1"
"Calliandra purdiei","1"
"Retrophyllum rospigliosii","1"
"Rhapis excelsa","1"
"Livistona decora","1"
"Leuenbergeria bleo","1"
"Lacistema aggregatum","1"
"Salix humboldtiana","1"
"Juglans neotropica","1"
"Calophyllum brasiliense","1"
"Schinus terebinthifolia","1"
"Himatanthus articulatus","1"
"Heptapleurum arboricola","1"
"Henriettea goudotiana","1"
"Heliocarpus americanus","1"
"Handroanthus serratifolius","1"
"Casearia sylvestris","1"
"Gardenia jasminoides","1"
"Ficus tonduzii","1"
"Ficus carica","1"
"Annona glabra","1"
