"caespecie","reg"
"Malpighia glabra","19"
"Ficus variegata","19"
"Syzygium jambos","19"
"Ceiba speciosa","18"
"Annona squamosa","17"
"Bombax ceiba","17"
"Cordia lutea","16"
"Ficus elastica","16"
"Lafoensia punicifolia","16"
"Mammea americana","15"
"Plumeria alba","15"
"Tamarindus indica","14"
"Erythrina poeppigiana","14"
"Cupressus lusitanica","14"
"Ficus lyrata","14"
"Pseudosamanea guachapele","14"
"Guaiacum officinale","14"
"Pimenta racemosa","13"
"Bactris gasipaes","13"
"Annona reticulata","13"
"Thespesia populnea","13"
"Coccoloba uvifera","12"
"Cupressus sempervirens","12"
"Handroanthus ochraceus","11"
"Pritchardia pacifica","11"
"Terminalia buceras","11"
"Platymiscium pinnatum","11"
"Matisia cordata","11"
"Erythrina fusca","11"
"Manilkara zapota","10"
"Bunchosia armeniaca","10"
"Bursera tomentosa","10"
"Cycas revoluta","10"
"Enterolobium cyclocarpum","10"
"Euphorbia cotinifolia","10"
"Maclura tinctoria","10"
"Pachira aquatica","10"
"Phoenix roebelenii","10"
"Spondias mombin","10"
"Syzygium cumini","10"
"Theobroma cacao","9"
"Gossypium barbadense","9"
"Anacardium excelsum","9"
"Inga spectabilis","8"
"Colubrina arborescens","8"
"Anacardium occidentale","8"
"Simarouba amara","8"
"Hymenaea courbaril","8"
"Myrcia selloi","8"
"Archontophoenix alexandrae","8"
"Cecropia peltata","8"
"Tabernaemontana litoralis","7"
"Veitchia arecina","7"
"Schinus terebinthifolia","7"
"Senna reticulata","7"
"Pachira speciosa","6"
"Annona cherimola","6"
"Ficus insipida","6"
"Gmelina arborea","6"
"Brugmansia arborea","6"
"Ochroma pyramidale","6"
"Cestrum nocturnum","6"
"Wodyetia bifurcata","6"
"Jatropha curcas","6"
"Eucalyptus grandis","6"
"Caryota mitis","5"
"Ficus microcarpa","5"
"Ficus dendrocida","5"
"Sterculia apetala","5"
"Lagerstroemia speciosa","5"
"Casearia corymbosa","5"
"Melia azedarach","5"
"Peltophorum pterocarpum","4"
"Vitex cymosa","4"
"Brownea grandiceps","4"
"Pseudobombax septenatum","4"
"Areca catechu","4"
"Ficus carica","4"
"Megaskepasma erythrochlamys","4"
"Annona mucosa","4"
"Terminalia bellirica","4"
"Santalum album","4"
"Brunfelsia uniflora","4"
"Plectrocarpa carrapo","3"
"Guadua angustifolia","3"
"Huertea glandulosa","3"
"Hura crepitans","3"
"Livistona chinensis","3"
"Elaeagnus angustifolia","3"
"Olea europaea","3"
"Chrysophyllum cainito","3"
"Prosopis juliflora","3"
"Calliandra tweedii","3"
"Achatocarpus nigricans","3"
"Terminalia ivorensis","3"
"Triplaris americana","3"
"Fraxinus chinensis","3"
"Flacourtia indica","3"
"Cecropia obtusifolia","2"
"Calliandra haematocephala","2"
"Handroanthus serratifolius","2"
"Ficus popenoei","2"
"Bismarckia nobilis","2"
"Melaleuca glauca","2"
"Garcia nutans","2"
"Ficus religiosa","2"
"Guarea guidonia","2"
"Attalea butyracea","2"
"Licuala grandis","2"
"Myrsine guianensis","2"
"Acacia melanoxylon","2"
"Eugenia uniflora","2"
"Morisonia odoratissima","2"
"Codiaeum variegatum","2"
"Pouteria sapota","2"
"Eriobotrya japonica","2"
"Spondias purpurea","2"
"Eugenia stipitata","1"
"Caryota urens","1"
"Sabal mauritiiformis","1"
"Salix humboldtiana","1"
"Aiouea montana","1"
"Sambucus nigra","1"
"Urera baccifera","1"
"Schizolobium parahyba","1"
"Lagerstroemia indica","1"
"Calliandra riparia","1"
"Euphorbia pulcherrima","1"
"Bursera simaruba","1"
"Lafoensia acuminata","1"
"Brunfelsia latifolia","1"
"Juniperus rigida","1"
"Gardenia jasminoides","1"
"Juglans neotropica","1"
"Jatropha integerrima","1"
"Bambusa vulgaris","1"
"Jacaranda obtusifolia","1"
"Artocarpus heterophyllus","1"
"Ficus americana","1"
"Archontophoenix cunninghamiana","1"
"Jacaranda copaia","1"
"Tabebuia roseoalba","1"
"Ixora finlaysoniana","1"
"Heptapleurum arboricola","1"
"Andira inermis","1"
"Hamelia patens","1"
"Trema micrantha","1"
"Cordia tetrandra","1"
"Cupressus macrocarpa","1"
"Aiphanes horrida","1"
"Pachira glabra","1"
"Delostoma integrifolium","1"
"Erythrina variegata","1"
"Cordia dentata","1"
"Piper tuberculatum","1"
"Coccoloba caracasana","1"
"Citrus ×microcarpa","1"
"Triphasia trifolia","1"
"Chrysobalanus icaco","1"
"Erythroxylum coca","1"
"Eucalyptus camaldulensis","1"
"Pouteria caimito","1"
"Ficus sp.","1"
"Pseudobombax ellipticum","1"
"Eucalyptus deglupta","1"
"Cecropia angustifolia","1"
"Psidium cattleianum","1"
"Psidium friedrichsthalianum","1"
"Catalpa longissima","1"
"Ptychosperma macarthurii","1"
"Punica granatum","1"
"Ravenala madagascariensis","1"
